常看频道,#genre#
江西新闻频道,http://39.135.139.200:6610/PLTV/88888888/224/3221225615/2/index.m3u8#http://0594.52yi.vip/jxntv.php?id=7
江西少儿频道,http://39.135.139.200:6610/PLTV/88888888/224/3221226194/2/index.m3u8#http://0594.52yi.vip/jxntv.php?id=6
江西都市频道,http://39.135.139.200:6610/PLTV/88888888/224/3221225584/2/index.m3u8#http://0594.52yi.vip/jxntv.php?id=2
江西旅游影视,http://39.135.139.200:6610/PLTV/88888888/224/3221225579/2/index.m3u8#http://0594.52yi.vip/jxntv.php?id=4
江西公共农业,http://39.135.139.200:6610/PLTV/88888888/224/3221225578/2/index.m3u8#http://0594.52yi.vip/jxntv.php?id=5
江西经济生活,http://39.135.139.200:6610/PLTV/88888888/224/3221225580/2/index.m3u8#http://0594.52yi.vip/jxntv.php?id=3
江西教育,http://39.135.139.200:6610/PLTV/88888888/224/3221226197/2/index.m3u8
陶瓷频道,http://27.148.240.138/PLTV/88888888/224/3221226964/1.m3u8
九江二套,http://39.135.139.200:6610/PLTV/88888888/224/3221225775/2/index.m3u8
九江一套,http://39.135.139.200:6610/PLTV/88888888/224/3221225774/2/index.m3u8
崇仁电视台,http://live.mudu.tv/watch/0ecms4.m3u8
江苏公共新闻,http://223.110.241.150:6610/gitv/live1/G_JSGG/G_JSGG/
江苏城市频道,http://223.110.241.150:6610/gitv/live1/G_JSCS/G_JSCS/
江苏综艺频道,http://223.110.241.150:6610/gitv/live1/G_JSZY/G_JSZY/
江苏影视频道,http://223.110.241.150:6610/gitv/live1/G_JSYS/G_JSYS/
江苏教育电视台,http://223.110.241.150:6610/gitv/live1/G_JSJY/G_JSJY/
东方影视频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225970/3.m3u8
五星体育频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225964/3.m3u8
纪实人文频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226137/3.m3u8
哈哈炫动,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226139/3.m3u8
上视新闻频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226135/3.m3u8
上海都市频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226141/3.m3u8
上视外语频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226136/3.m3u8
动漫秀场,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225977/3.m3u8
极速汽车,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226152/3.m3u8
欢笑剧场,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226144/3.m3u8
游戏风云,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226146/3.m3u8
都市剧场,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226143/3.m3u8
第一财经,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226138/3.m3u8
上海教育,http://live.setv.sh.cn/slive/shedu02_1200k.m3u8
贵视新闻综合频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225743/1/index.m3u8?fmt=ts2hls
贵视经济生活频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225684/1/index.m3u8?fmt=ts2hls
贵视法制频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225725/1/index.m3u8?fmt=ts2hls
贵视都市频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225705/1/index.m3u8?fmt=ts2hls
贵视旅游生活频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225715/1/index.m3u8?fmt=ts2hls
黑龙江卫视,http://stream3.hljtv.com/hljws2/sd/live.m3u8
黑龙江影视,http://stream3.hljtv.com/hljys2/sd/live.m3u8
黑龙江文体,http://stream3.hljtv.com/hljwy2/sd/live.m3u8
黑龙江都市,http://stream3.hljtv.com/hljdd2/sd/live.m3u8
黑龙江公共·农业,http://stream3.hljtv.com/hljgg2/sd/live.m3u8
黑龙江新闻法治,http://stream3.hljtv.com/hljxw2/sd/live.m3u8
黑龙江少儿,http://stream3.hljtv.com/hljse2/sd/live.m3u8
哈尔滨新闻综合,http://39.134.66.66/PLTV/88888888/224/3221225684/index.m3u8
哈尔滨娱乐频道,http://39.134.66.66/PLTV/88888888/224/3221225699/index.m3u8
哈尔滨影视频道,http://39.134.66.66/PLTV/88888888/224/3221225700/index.m3u8
哈尔滨生活频道,http://39.134.66.66/PLTV/88888888/224/3221225698/index.m3u8
哈尔滨资讯频道,http://39.134.66.66/PLTV/88888888/224/3221225697/index.m3u8
大庆公共频道,http://39.134.66.66/PLTV/88888888/224/3221225734/index.m3u8
大庆教育频道,http://39.134.66.66/PLTV/88888888/224/3221225731/index.m3u8
大庆综合频道,http://39.134.66.66/PLTV/88888888/224/3221225736/index.m3u8
内蒙卫视,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8
内蒙经济生活频道,http://live5.m2oplus.nmtv.cn/2/sd/live.m3u8
内蒙蒙语卫视,http://live5.m2oplus.nmtv.cn/3/sd/live.m3u8
内蒙少儿频道,http://live5.m2oplus.nmtv.cn/4/sd/live.m3u8
蒙古语文化频道,http://live5.m2oplus.nmtv.cn/5/sd/live.m3u8
内蒙农牧频道,http://live4.m2oplus.nmtv.cn/6/sd/live.m3u8
内蒙新闻综合频道,http://live4.m2oplus.nmtv.cn/7/sd/live.m3u8
内蒙文体频道,http://live4.m2oplus.nmtv.cn/8/sd/live.m3u8
辽宁影视剧频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000027.m3u8
辽宁都市频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000026.m3u8
辽宁经济频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000188.m3u8
辽宁公共频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000064.m3u8
辽宁生活频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000190.m3u8
辽宁教育频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000191.m3u8
辽宁北方频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000030.m3u8
辽宁体育频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000028.m3u8
大连新闻综合频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000132.m3u8
大连生活频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000002.m3u8
大连公共频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000003.m3u8
大连文体频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000004.m3u8
大连影视频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000005.m3u8
大连少儿频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000006.m3u8
大连财经频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000007.m3u8
高清导视频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED7B106U3090F010K7791383EI286DB97BPBM3233C4BV1044EZ33519WE78C972FA61&playtoken=ABCDEFGHIGK&programid=4200000131.m3u8
大连新闻综合,http://httpdvb.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000273
沈阳新闻综合,http://httpdvb.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000059
鞍山新闻综合,http://httpdvb.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000274
宁夏公共频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=31648YBGNZQKEGQ10&verifycode=2003357934&rate=org&programid=4200900016.m3u8
宁夏导视频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=31648YBGNZQKEGQ10&verifycode=2003357934&rate=org&programid=4200900022.m3u8
宁夏少儿频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=31648YBGNZQKEGQ10&verifycode=2003357934&rate=org&programid=4200900020.m3u8
宁夏影视频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=31648YBGNZQKEGQ10&verifycode=2003357934&rate=org&programid=4200900019.m3u8
宁夏经济频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=31648YBGNZQKEGQ10&verifycode=2003357934&rate=org&programid=4200900018.m3u8
宁夏教育频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=31648YBGNZQKEGQ10&verifycode=2003357934&rate=org&programid=4200900218.m3u8
足球频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=31648YBGNZQKEGQ10&verifycode=2003357934&rate=org&programid=4200900206.m3u8
影视轮播,#genre#
周星驰,https://520574.xyz/cs/huya.php?id=11342412
周星驰2,https://520574.xyz/cs/huya.php?id=19105261
甄子丹,https://520574.xyz/cs/huya.php?id=11352935
任达华,https://520574.xyz/cs/huya.php?id=11352883
沈腾合集,https://520574.xyz/cs/huya.php?id=11601968
女神系列1,https://520574.xyz/cs/huya.php?id=11336571
女神系列2,https://520574.xyz/cs/huya.php?id=11342429
国产喜剧,https://520574.xyz/cs/huya.php?id=11602044
国产战争片,https://520574.xyz/cs/huya.php?id=11342435
神雕侠侣,https://520574.xyz/cs/huya.php?id=11352964
倚天屠龙记,https://520574.xyz/cs/huya.php?id=11342403
少年包青天,https://520574.xyz/cs/huya.php?id=11342393
大宋提刑官,https://520574.xyz/cs/huya.php?id=11279251
雪豹,https://520574.xyz/cs/huya.php?id=11336578
大宅门,https://520574.xyz/cs/huya.php?id=11601972
铁齿铜牙纪晓岚,https://520574.xyz/cs/huya.php?id=11342396
林正英,http://45.93.217.106/jiuban/huya.php?id=11342421
周星星,http://170.178.163.226:5000/huya/11342412
林正英,http://170.178.163.226:5000/huya/11342421
纪晓岚,http://170.178.163.226:5000/huya/11342396
刘德华,http://170.178.163.226:5000/huya/11342424
沈腾,http://170.178.163.226:5000/huya/11601968
徐峥,http://170.178.163.226:5000/huya/11602043
王宝强,http://170.178.163.226:5000/huya/11601957
少年包青天,http://170.178.163.226:5000/huya/11342393
黄渤,http://tv.rdys888.top/bak/proxy/youku.php?id=8021910
张学友,http://tv.rdys888.top/bak/proxy/youku.php?id=8027929
张国荣,http://tv.rdys888.top/bak/proxy/youku.php?id=8019325
周星驰,http://tv.rdys888.top/bak/proxy/youku.php?id=8021901
周润发,http://tv.rdys888.top/bak/proxy/youku.php?id=8021907
刘德华,http://tv.rdys888.top/bak/proxy/youku.php?id=8018618
宋慧乔,http://tv.rdys888.top/bak/proxy/youku.php?id=8020223
金庸武侠,http://tv.rdys888.top/bak/proxy/youku.php?id=8026519
警匪电影,http://tv.rdys888.top/bak/proxy/youku.php?id=8019691
奥斯卡,http://tv.rdys888.top/bak/proxy/youku.php?id=8018655
酷影厅,http://tv.rdys888.top/bak/proxy/youku.php?id=8032840
择天记,http://tv.rdys888.top/bak/proxy/youku.php?id=8019978
风云2,http://tv.rdys888.top/bak/proxy/youku.php?id=8019979
封神榜,http://tv.rdys888.top/bak/proxy/youku.php?id=8034750
李连杰,http://520574.xyz/dl/youku.php?id=8021912
周星驰,http://520574.xyz/dl/youku.php?id=8021901
成龙,http://520574.xyz/dl/youku.php?id=8021903
刘德华,http://520574.xyz/dl/youku.php?id=8021902
张学友,http://520574.xyz/dl/youku.php?id=8027929
黎明,http://520574.xyz/dl/youku.php?id=8028239
郭富城,http://520574.xyz/dl/youku.php?id=8027876
谢霆锋,http://520574.xyz/dl/youku.php?id=8020518
张国荣,http://520574.xyz/dl/youku.php?id=8019325
周润发,http://520574.xyz/dl/youku.php?id=8021907
任达华,http://520574.xyz/dl/youku.php?id=8026523
吴彦祖,http://520574.xyz/dl/youku.php?id=8020520
沈腾,http://520574.xyz/dl/youku.php?id=8026514
黄渤,http://520574.xyz/dl/youku.php?id=8021910
李小龙,http://520574.xyz/dl/youku.php?id=8020382
郑中基,http://520574.xyz/dl/youku.php?id=8027935
张家辉,http://520574.xyz/dl/youku.php?id=8027872
郑秀文,http://520574.xyz/dl/youku.php?id=8018673
葛优,http://520574.xyz/dl/youku.php?id=8034804
胡歌,http://mszb198610.5ay.xyz/aqi168.php?id=3807164
王凯,http://mszb198610.5ay.xyz/aqi168.php?id=3807180
靳东,http://mszb198610.5ay.xyz/aqi168.php?id=3807182
聂远,http://mszb198610.5ay.xyz/aqi168.php?id=4013101
香港经典,http://520574.xyz/dl/youku.php?id=8019324
盗墓精绝女王复活,http://tv528.club/hk168.php?hk168&play&vkeys=dmlkJTNEeXlsaXZlJTIzaWQlM0QzNjIyMTI5OA__
林正英僵尸王系列,http://tv528.club/hk168.php?hk168&play&vkeys=dmlkJTNEeXlsaXZlJTIzaWQlM0QxMzUzNjg1MzEx
僵尸女鬼24小时播放,http://tv528.club/hk168.php?hk168&play&vkeys=dmlkJTNEeXlsaXZlJTIzaWQlM0Q3OTA0OTAzMA__
盗墓玄幻电影精彩刺激,http://tv528.club/hk168.php?hk168&play&vkeys=dmlkJTNEeXlsaXZlJTIzaWQlM0QyOTk1ODA1OQ_
林正英女鬼相亲,http://tv528.club/hk168.php?hk168&play&vkeys=dmlkJTNEeXlsaXZlJTIzaWQlM0QyNDA2NjMzNg__
僵尸鬼片港片恐怖搞笑,http://tv528.club/hk168.php?hk168&play&vkeys=dmlkJTNEeXlsaXZlJTIzaWQlM0QyMzEyMDAwNg__
林正英-僵尸女鬼艳鬼,http://tv528.club/hk168.php?hk168&play&vkeys=dmlkJTNEeXlsaXZlJTIzaWQlM0QzMDI2MjE5OQ_
恐怖专频超清重口,http://tv528.club/hk168.php?hk168&play&vkeys=dmlkJTNEeXlsaXZlJTIzaWQlM0QzNTI4NTgyMw__
林正英僵尸猛鬼24H,http://tv528.club/hk168.php?hk168&play&vkeys=dmlkJTNEeXlsaXZlJTIzaWQlM0QxMzkzODM3MDcy
求索纪录,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228972/index.m3u8?fmt=ts2hls
求索科学,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228975/index.m3u8?fmt=ts2hls
求索生活,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228983/index.m3u8?fmt=ts2hls
求索动物,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228980/index.m3u8?fmt=ts2hls
爱电竞,http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱赛车,http://112.17.40.142/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
爱院线,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱奇谈,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱浪漫,http://101.71.255.229:6610/zjhs/2/10115/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱怀旧,http://112.17.40.142/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230049/index.m3u8
爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱家庭,http://112.17.40.142/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230118/index.m3u8
爱青春,http://112.17.40.142/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230130/index.m3u8
爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱谍战,http://112.17.40.142/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
爱悬疑,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱娱乐,http://112.17.40.142/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱猎奇,http://112.17.40.142/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
爱科学,http://112.17.40.142/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱世界,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱探索,http://112.17.40.142/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
爱旅行,http://112.17.40.142/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
爱美食,http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
NewTV黑龙江,http://39.135.139.200:6610/PLTV/88888888/224/3221226192/2/index.m3u8
NewTV江西,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225789/index.m3u8#http://39.135.139.200:6610/PLTV/88888888/224/3221225979/2/index.m3u8
NewTV山东,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225788/index.m3u8#http://39.135.139.200:6610/PLTV/88888888/224/3221226184/2/index.m3u8
NewTV安徽,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225790/index.m3u8
NewTV广东,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225791/index.m3u8#http://39.135.139.200:6610/PLTV/88888888/224/3221226185/2/index.m3u8
NewTV四川,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225793/index.m3u8#http://39.135.139.200:6610/PLTV/88888888/224/3221226187/2/index.m3u8
NewTV广西,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225792/index.m3u8#http://39.135.139.200:6610/PLTV/88888888/224/3221226186/2/index.m3u8
NewTV云南,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225795/index.m3u8#http://39.135.139.200:6610/PLTV/88888888/224/3221226188/2/index.m3u8
NewTV吉林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225794/index.m3u8#http://39.135.139.200:6610/PLTV/88888888/224/3221226189/2/index.m3u8
NewTV欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/1.m3u8
NewTV东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/1.m3u8
NewTV超级综艺,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
NewTV中国功夫,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226298/1.m3u8
NewTV精品大剧,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
NewTV超级电影,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
NewTV潮妈辣婆,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226286/1.m3u8
NewTV惊梀悬疑,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226294/1.m3u8
NewTV动作电影,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226288/1.m3u8
NewTV超级体育,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8
NewTV超级剧集,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225864/1.m3u8
NewTV家庭剧场,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225918/1.m3u8
NewTV金牌综艺,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226296/1.m3u8
NewTV农业致富,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226304/1.m3u8
NewTV炫舞未来,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8
NewTV明星大片,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226295/1.m3u8
NewTV自由搏击,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226297/1.m3u8
NewTV海外综合,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226302/1.m3u8
NewTV爱情喜剧,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226299/1.m3u8
NewTV精品记录,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226293/1.m3u8
NewTV精品体育,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226328/1.m3u8
NewTV古装剧场,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226323/1.m3u8
NewTV军旅剧场,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226324/1.m3u8
NewTV军事评论,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226326/1.m3u8
NewTV健康有约,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225919/1.m3u8


影视 1,http://39.134.182.236/PLTV/88888888/224/3221226245/index.m3u8
影视 2,http://39.134.182.236/PLTV/88888888/224/3221226181/index.m3u8
影视 3,http://39.134.182.236/PLTV/88888888/224/3221226179/index.m3u8
影视 4,http://39.134.182.236/PLTV/88888888/224/3221226178/index.m3u8
影视 5,http://39.134.182.236/PLTV/88888888/224/3221226176/index.m3u8


港台频道,#genre#
NHK华语视界HD,https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱海外,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
环球电视,http://otv-cdn.xzxwhcb.com/hls/sn88wrar.m3u8
香港亞旅,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
无线新闻台,http://45.93.217.106/jiuban/hg.php?id=1#http://155.94.164.191/live.php?id=1#http://danielwu.gz01.bdysite.com/iptv/?id=wxxw2
无线财经台,http://45.93.217.106/jiuban/hg.php?id=2
有线新闻台,http://liveicm12.utvlive.top/live/97609933ef744f008e19a6e0d5ef9f2b/edd34677cc9548539d36b10c1c594b94.m3u8
香港开电视,http://zscity.f3322.net:8000/bysid/82
